ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
GBR,2013,United Kingdom,7.94,8,1,4.764705882,23.8,5.841465568,15.76182137,10,14.06,6,45,2,64,4,6.151542863,8.668811039,7.361175221,8.698251071,10,8.333333333,4.746843341,8.081594702,7.678392325,6.742573893,1,7.812330547,9.657211078,-1.713944608,9.751734516,0.62066371,9.489090663,2.554546687,10,9.724509064,9.64,0.54,8.9,5.5,6.216,9.46,8.252,6.084805032,9.119191676,7.601998354,10,8.029777799,4.615384615,6.875461136,6.506874517,8.090218218,10,4.748755093,8,7.582918364,8.9,5.763978682,8.070249342,8,8.532230562,10,8.211076431,4.764459568,7.777777778,9.804749469,7.880618182,9.204870387,8.766974089,8.033241579,7.942412125
USA,2013,United States,7.74,12,1,6.411764706,18.2,6.076996277,14.89742366,8,17.69,5,43-50,5,43-50,5,6.372190246,6.83660402,6.091506303,7.248838144,6.666666667,8.333333333,5.446118366,8.923824621,7.891955907,5.331723317,1,6.974507853,8.176687781,9.116561096,9.797468282,0.506329296,9.707033469,1.464832656,10,9.420297383,9.533333333,0.7,9.32,3.4,6.3824,9.044,8.411911111,5.607049957,9.324344097,7.465697027,10,6.464455015,3.846153846,0.419235435,3.576614766,7.363555726,10,7.205250196,10,9.068416732,10,6.426262004,7.730151477,10,10,10,9.026068914,3.9856072,8,9.808102063,6.236673931,9.63592556,8.038367868,7.617446104,8.570643916
URY,2013,Uruguay,7.23,54,2,6.647058824,17.4,5.982860305,15.24290268,8,19.29,9,30,7,39,8,7.157479782,7.6903987,4.896112756,6.498809136,5.833333333,4.166666667,3.846262632,6.451671664,5.137183541,4.69258156,1,5.468113332,8.138409128,9.307954361,9.399983467,1.500041332,8.284972992,8.57513504,10,8.955841397,8.52,2.22,7.9,10.5,6.808,7.98,7.742666667,5.909023044,8.03273859,6.970880817,10,7.138683621,7.692307692,5.869296091,6.900095802,7.903410821,5,8.57908513,10,7.859695043,5.566666667,3.211356604,2.27697548,8,4.612422769,10,5.61123692,3.967851354,5.333333333,9.546088044,7.222217792,6.823730315,6.502690142,6.565985164,6.678972376
VEN,2013,Venezuela,3.29,157,4,7.062094911,15.9888773,5.773841962,16.01,0,70.32,7,34,5,41,6,4.708984218,0.192061884,0.637051983,0.869959496,0.833333333,1.666666667,3.212148767,8.195461557,1.214753016,1.479996601,1,2.033492589,2.76840426,36.1579787,3.758525229,15.60368693,1.872114497,40.63942752,5,3.349760996,8.446666667,2.33,7.34,13.3,6.7548,8.113,7.513822222,4.280641836,0.469391211,2.375016524,0,2.208292634,0.769230769,5.450060656,2.809194686,3.174508358,5,4.294699352,5,4.764899784,2.233333333,0.683313917,4.532190905,4,,0,2.289767631,1.003909135,0,6.142493826,2.04706404,4.997828246,1.122213437,2.552251447,3.202306288
VNM,2013,Vietnam,6.37,110,3,9.235294118,8.6,,,,,7,35,5,36,6,7.617647059,4.004807219,3.894146937,4.342123716,5,6.666666667,5.687988778,8.725516721,4.447830982,5.863946941,0.820512821,4.91872505,8.825793318,5.87103341,7.457995626,6.355010935,8.68154882,6.592255898,0,6.241334441,9.12,1.32,8.1,9.5,5.44,11.4,7.553333333,5.433968506,7.092572515,6.263270511,10,5.70022056,0.769230769,0.586929609,2.352126979,6.542182706,,8.287597039,10,9.14379852,7.766666667,4.855847746,6.902959629,10,2.517253846,0,5.340454648,3.470006797,5.111111111,8.855764247,3.633676835,9.058948052,0.22546732,5.059162394,6.514471854
YEM,2013,"Yemen, Rep.",6.33,117,3,7.902941176,13.13,9.02039596,4.095146827,6,29.06,10,15,8,27,9,7.980834284,2.130663609,2.324770008,3.47139992,5.83,3.333333333,3.78080299,9.049234261,2.117839,2.410379748,0.615384615,3.091525129,9.689073787,-1.554631066,4.883360933,12.79159767,7.80631157,10.96844215,10,8.094686572,8.92,1.62,8.5,7.5,7.9,5.25,8.44,4.706448525,6.047164423,5.376806474,10,3.41429294,6.923076923,0.754623783,3.697331215,6.878534422,,0,10,5,8.9,4.747526783,8.05541279,8,2.517253846,10,7.036698903,3.299065527,0,8.022892646,1.839663936,7.916596509,7.220087036,4.716384276,5.58436106
ZMB,2013,Zambia,6.95,73,2,6.2,18.92,10,0.242072137,4,31.44,7,35,4,43,5.5,6.425,4.52234273,4.781928678,6.02346165,8.333333333,6.666666667,3.508418602,4.679061486,5.072290404,5.978081271,1,5.507287202,7.948862889,10.25568555,8.523712418,3.690718955,8.604464789,6.977676055,10,8.769260024,7.5,3.75,7.36,13.2,5.7232,10.692,6.861066667,5.794251318,2.579074151,4.186662734,10,6.964510677,9.230769231,10,8.731759969,7.444872343,5,6.637386769,10,7.212462256,6.666666667,5.906671017,6.831533154,8,0,10,6.23414514,4.839506656,3.555555556,9.456800086,4.441035083,7.520894695,8.015949215,6.304956882,6.583854759
ZWE,2013,Zimbabwe,5.26,148,4,6.617647059,17.5,7.746594005,8.77,7,22.6,5,46,5,47,5,6.591060266,2.508190091,3.235090696,2.284086022,3.333333333,5,2.374700829,6.821422047,3.267243853,6.198007983,0.837837838,3.575827462,7.292272774,13.53863613,5.616169909,10.95957523,9.673675596,1.631622019,5,6.89552957,6.193333333,5.71,6.64,16.8,0.3168,24.208,4.383377778,6.484154752,1.287396094,3.885775423,10,3.411527866,0,6.707766962,3.373098276,5.410562869,8,0,0,2.666666667,6.666666667,2.025904517,2.634311278,6,0,10,4.55448041,3.07218507,0.666666667,5.914700356,3.779964365,4.986064579,7.287342995,4.284487339,3.835211472
ALB,2012,Albania,7.2,58,2,8.147058824,12.3,7.611650546,9.265242497,8,19.8,10,10,7,32,8.5,8.064677342,2.220287917,3.229333792,3.0756115,8.333333333,4.166666667,4.338835053,5.727630429,4.492724667,5.418315583,0.962962963,4.471492107,9.432127673,-2.839361635,9.816833933,0.457915168,9.594,2.03,10,9.710740401,9.613333333,0.58,9.24,3.8,8.0392,4.902,8.964177778,5.1140775,7.447590542,6.280834021,10,5.034644125,4.615384615,0,3.216676247,7.115422011,5,6.167605088,10,7.055868363,5.566666667,5.683725583,5.453824833,8,6.299740913,10,6.833992999,4.848194333,6,9.634281379,3.357370362,,5.998270451,5.967623305,6.619161556
DZA,2012,Algeria,4.95,149,4,0.382352941,38.7,7.817129014,8.511136517,0,61.26,7,35,2,53,4.5,3.174870489,3.690188544,2.806609662,3.706941077,5,5,4.386015534,6.475498253,4.577515964,5.103555078,0.730769231,3.91791578,9.169656128,4.15171936,5.595407258,11.01148186,8.222,8.89,5,6.996765846,8.48,2.28,6.28,18.6,5.832,10.42,6.864,4.050592022,7.053280543,5.551936282,7.197871801,3.733771534,0,1.106256413,1.613342649,5.306787683,0,9.941747557,10,6.647249186,5.566666667,2.755986905,5.686969803,6,7.755176154,1,4.794133255,2.506805595,1.333333333,8.975566275,2.711133849,6.879550846,4.944593763,4.558497277,5.333293239
AGO,2012,Angola,5.28,142,4,1.779411765,33.95,8.403203164,6.360244389,0,82.4,10,17,9,25,9.5,4.920653732,2.40196,2.461703333,2.941176667,3.333333333,4.166666667,2.302200397,5.404111927,3.285715,3.989898333,0.962962963,3.302877736,8.842996876,5.785015621,4.448758362,13.87810409,7.942,10.29,5,6.55843881,9.093333333,1.36,8.54,7.3,7.3136,6.716,8.315644444,4.558823333,4.125787281,4.342305307,10,3.4180675,2.307692308,0,1.908586603,6.141634089,8,10,9,9,3.333333333,3.186275,5.46875,4,0.646567308,0,2.772487607,2.941176667,1.555555556,6.448806639,2.297055286,7.540182451,6.838969936,4.603624422,5.45870401
ARG,2012,Argentina,5.04,146,4,5.702941176,20.61,5.243417889,17.95665635,6,,7,35,1,58,4,5.236589766,2.293891497,2.097857031,2.451976612,7.5,3.3,4.772538354,6.819396628,2.932123673,4.364055965,0.962962963,3.983924912,6.816829627,15.91585186,9.364582497,1.588543758,5.12,24.4,5,6.575353031,3.593333333,9.61,7.5,12.5,5.9,10.25,5.664444444,2.447807742,7.285163586,4.866485664,1.196754564,3.839134212,0.769230769,4.646276935,3.084880639,3.703141328,5,9.372,7,7.124,3.9,2.86455976,2.770201361,10,2.517253846,10,5.342002495,2.197828053,4.222222222,8.971860394,2.802102356,4.576327009,5.460222781,4.705093802,5.723698766
ARM,2012,Armenia,7.75,14,1,8.494117647,11.12,7.995039669,7.858204414,10,6.3,9,25,7,34,8,8.622289329,3.251128778,4.19086035,5.925755991,5.833333333,5,5.014408766,9.834834214,5.074950077,7.889837188,1,5.779456522,9.665126098,1.67436951,8.211887082,4.470282295,9.488,2.56,10,9.341253295,9.033333333,1.45,9.3,3.5,8.362,4.095,8.898444444,5.141316991,7.699119571,6.420218281,10,5.591834842,5.384615385,1.106256413,4.02756888,7.336557901,10,9.151722694,10,9.717240898,6.666666667,6.328173974,7.364381,10,8.992707249,0,6.558654815,4.766631701,5.777777778,9.86037896,4.495638061,9.425849043,5.740455942,6.677788581,7.651228098
AUS,2012,Australia,7.96,8,1,4.411764706,25,6.785688023,12.29652495,10,11.82,6,45,5,47,5.5,6.674363182,7.90158432,5.755223047,7.058891147,10,9.166666667,6.163151928,8.271397245,8.306306813,7.275386467,1,7.766511959,9.02100849,4.894957548,9.150925551,2.122686122,9.888,0.56,10,9.51498351,9.246666667,1.13,9.46,2.7,8.8984,2.754,9.201688889,6.345426,8.910460662,7.627943331,10,7.30729604,4.615384615,0.110625641,4.011102099,7.71018358,10,8.788644304,10,9.596214768,8.9,3.082898213,4.556384947,6,7.927854911,10,6.744523012,2.967637613,10,9.912605544,7.449437078,9.06877291,8.823020721,8.036912311,8.125883364
AUT,2012,Austria,7.62,21,1,4.205882353,25.7,3.292381224,25.11696091,10,12.69,4,50,3,54,3.5,5.249565894,6.837838983,5.951822197,8.146518262,10,10,6.378971834,8.10049394,8.212631375,8.32348601,1,7.994640289,8.896678682,5.516606591,9.752033201,0.619916997,9.502,2.49,10,9.537677971,9.633333333,0.55,8.9,5.5,6.106,9.735,8.213111111,6.341617348,8.910460662,7.626039005,10,6.385597087,3.076923077,6.416287196,5.292935787,7.783021476,8,9.080226331,10,9.02674211,10,3.860848833,2.315070873,8,10,3,6.195986618,3.918886809,8.888888889,8.992453046,6.956761902,7.654097399,8.139251806,7.425056642,7.54926179
AZE,2012,Azerbaijan,6.32,112,3,5.676470588,20.7,8.122631195,7.389943513,0,77.11,8,30,4,45,6,4.949775446,3.803804565,4.633253546,4.964515602,5.833333333,5.833333333,7.554419476,9.627752769,5.535753653,7.877120134,0.923076923,5.946932309,9.187344129,4.063279353,3.468217212,16.32945697,9.788,1.06,5,6.860890335,9.093333333,1.36,8.18,9.1,6.6512,8.372,7.974844444,5.419328727,6.255895438,5.837612082,10,5.411772162,4.615384615,0,3.342385592,6.78871053,5,10,9,8,8.333333333,6.53128031,7.397378171,8,7.755176154,1,6.502861328,5.277721157,6,9.765379811,4.380426134,6.950524385,7.601204136,6.662542604,7.055134644
BHS,2012,Bahamas,7.31,50,2,6.617647059,17.5,8.947548102,4.362498466,7,,10,0,10,9,10,8.14129879,,6.596738383,,10,7.5,5.490581383,3.716887055,,,0.945945946,6.480818625,9.333553066,3.332234668,9.381653081,1.545867298,9.606,1.97,0,7.080301537,3.933333333,9.1,2.82,35.9,2.9636,17.591,3.238977778,,7.759810552,7.759810552,10,,0.769230769,7.965046175,4.367138472,6.3414817,10,5.868199597,10,8.622733199,8.9,,,10,6.546424852,10,8.861606213,,5.555555556,9.138365057,,7.965073929,9.349859065,8.002213402,8.495517605
BHR,2012,Bahrain,7.33,46,2,3.647058824,27.6,9.301907357,3.062,4,,10,0,10,17,10,6.737241545,5.857567406,5.08992065,7.514981008,5,7.5,4.785814418,8.526603297,6.653212959,5.751165822,0.536585366,4.838473889,9.627261934,1.863690332,5.345007893,11.63748027,9.45,2.75,10,8.605567457,9.513333333,0.73,9,5,6.86,7.85,8.457777778,6.469158943,8.305666627,7.387412785,10,7.643568952,6.666666667,0.553128207,4.954454608,7.699911293,10,9.388,10,9.796,8.333333333,5.448387759,8.181079431,8,10,10,8.327133421,5.668751113,7.777777778,8.959489467,7.086794404,9.924347209,9.596464247,8.16893737,8.764023597
BGD,2012,Bangladesh,6.24,116,4,9.735294118,6.9,9.637864537,1.829037149,7,20.4,9,25,9,25,9,8.843289664,2.39189355,3.694259519,3.925268486,4.166666667,3.333333333,0.941148344,3.167321524,2.715884535,4.774569308,0.814814815,2.934993659,8.536583307,7.317083466,9.570215013,1.074462468,8.756,6.22,0,6.71569958,6.273333333,5.59,7.12,14.4,6.3712,9.072,6.588177778,5.615457541,5.882984447,5.749220994,10,5.51763979,0,0,1.839213263,6.044153009,5,8.849,10,7.949666667,5.566666667,5.819607964,6.306235117,10,1.36606213,10,6.50976198,3.670178017,4,9.454787547,2.057371909,7.441264617,6.614783407,5.539730916,6.666386521
BRD,2012,Barbados,6.67,88,3,6.823529412,16.8,6.101252702,14.80840259,7,22.15,7,35,3,47,5,6.231195528,7.511505504,5.607367821,6.728887642,9.5,,3.803003329,5.267633735,7.792608927,5.721396789,0.871794872,6.075425438,8.978046486,-5.109767568,8.035189135,4.912027162,9.094,4.53,0,6.526808905,8.353333333,2.47,7.52,12.4,2.2128,19.468,6.028711111,6.310343634,8.910460662,7.610402148,10,7.143827943,0,10,5.714609314,7.338430643,8,4.131,10,7.377,8.9,5.181337341,6.434992285,10,5.683031065,10,7.699893449,5.294487862,5.333333333,9.348070273,6.444964484,4.984978702,7.343389627,6.458204047,7.178365832
BEL,2012,Belgium,7.35,42,2,2.352941176,32,2.342306913,28.60373363,10,10.16,2,50-55,0,67-70,1,3.923812022,7.377462984,5.231474587,7.351332068,10,8.333333333,5.583266128,4.615816087,7.723070547,7.55810551,1,7.085984583,9.314909927,3.425450366,9.851818815,0.370452962,9.432,2.84,10,9.649682185,9.633333333,0.55,8.9,5.5,6.106,9.735,8.213111111,6.733135357,8.910460662,7.821798009,10,7.139946283,4.615384615,6.416287196,6.057206032,8.023028788,10,8.573825457,10,9.524608486,8.9,2.958472314,4.614869021,8,10,10,7.412223556,2.748520722,8.666666667,9.757641981,7.306826525,7.330529353,8.206507765,7.336115502,8.090982514
BLZ,2012,Belize,6.64,91,3,6.597596571,17.56817166,8.648811373,5.458862262,6,28.25,9,25,,,9,7.561601986,3.42768,4.77677146,4.732721667,6.8,,3.329065561,7.288231811,3.242938333,3.025341667,0.837837838,4.206667287,8.701026079,6.494869605,9.561491057,1.096272358,9.736,1.32,0,6.999629284,6.813333333,4.78,7.86,10.7,5.0352,12.412,6.569511111,3.89624,7.552832559,5.72453628,10,5.1620925,0,5.199405142,3.453832547,6.436969985,10,9.84382553,9,9.61460851,7.766666667,6.029968333,7.117906667,10,8.273212426,10,8.197959015,3.163708333,4.888888889,8.104915833,2.836102857,9.277263981,8.352229009,6.103851484,7.97213967
BEN,2012,Benin,5.74,134,4,6.191176471,18.95,9.173147196,3.53454979,2,44,4,45,3,50,3.5,5.216080917,2.896398651,3.756165343,4.066284517,7.1,,1.068746974,3.886170025,5.680187466,5.294055253,0.862068966,3.927569923,9.923339915,-0.383300423,8.898066526,2.754833685,8.65,6.75,0,6.86785161,5.633333333,6.55,7.62,11.9,7.2868,6.783,6.846711111,4.002958319,6.298693453,5.150825886,10,3.64679511,0.769230769,0,1.472008626,5.867386406,10,10,10,10,6.1,4.573194977,7.174474906,8,7.5681075,1,5.735962897,3.062611702,0.444444444,7.374510306,2.51774145,7.553809677,6.973481854,4.654433239,6.796798712
BTN,2012,Bhutan,,,,2.808823529,30.45,,,,,,,,,,,,,,,,,,,,0.923076923,,8.446033918,7.769830409,9.233324231,1.916689422,7.816068611,10.91965694,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,2.444444444,,,,,,
BOL,2012,Bolivia,6.38,109,3,6.323529412,18.5,8.836512262,4.77,0,56.98,10,13,10,13,10,6.290010418,3.50721584,4.009745132,3.68895016,5,4.166666667,3.993334023,6.735226573,3.656263744,4.626946384,0.888888889,4.132925462,8.531512275,7.342438623,7.378651999,6.553370003,9.082,4.59,10,8.748041068,9.237933285,1.143100072,7.76,11.2,6.7744,8.064,7.924111095,4.357511658,6.905240509,5.631376083,10,4.298673943,4.615384615,4.314400011,4.40948619,6.991243342,8,10,9,9,2.233333333,4.321274598,4.961242849,8,,3,4.503170156,4.387259169,1.111111111,7.673168894,2.574661869,6.314360389,0,3.676760239,5.726643465
BIH,2012,Bosnia and Herzegovina,6.79,83,3,5.583138789,21.01732812,5.025787524,18.75535979,4,32.73,10,10,3,47,6.5,5.277231578,4.789286667,4.334689167,4.46532,4.9,,3.914579315,7.785349505,7.296133333,8.70109,0.962962963,5.666392924,9.794725702,-1.026371491,8.74376634,3.140584149,9.59,2.05,5,8.282123011,10,0,8.68,6.6,5.5912,11.022,8.0904,4.964918333,8.011339582,6.488128958,10,5.617866667,3.076923077,5.310030783,4.668273509,7.311700617,10,8.441233543,10,9.480411181,3.333333333,5.551483333,5.673681667,10,7.505751282,10,7.010708269,4.292088333,4.222222222,8.563467478,5.520269476,6.008659638,5.437804128,5.674085213,7.388401554
BWA,2012,Botswana,7.25,54,2,4,26.4,7.164032698,10.908,7,20.5,9,25,9,25,9,6.791008174,7.174972261,5.947210202,6.571670926,8.333333333,5.833333333,3.336071251,8.040084127,5.734200178,6.147049563,0.962962963,6.228909536,9.484243109,2.578784453,5.82664667,10.43338332,8.492,7.54,10,8.450722445,1.653333333,12.52,8.48,7.6,5.5616,11.096,5.231644444,6.058560236,5.715298427,5.886929331,10,6.419365151,5.384615385,6.637538479,6.147173005,6.816436695,8,10,10,9.333333333,10,4.103037936,7.086348501,10,3.783564734,10,7.495491862,4.655286561,6.222222222,8.066402728,6.313060767,9.077304928,8.296182377,7.105076597,7.977967264
BRA,2012,Brazil,6.24,116,4,4.932352941,23.23,6.32384793,13.9914781,4,30.46,8,28,8,28,8,5.814050218,4.778709672,4.008970466,5.997354014,6.666666667,3.333333333,3.997439337,8.578373658,5.550550996,4.003645122,0.962962963,5.116249574,9.005207426,4.97396287,9.530408797,1.173978007,8.92,5.4,5,8.113904056,8.226666667,2.66,7.3,13.5,6.058,9.855,7.194888889,4.854329296,8.013092603,6.43371095,9.607843137,5.592246909,3.076923077,6.305661555,4.991610514,7.057013372,5,8.964070732,7,6.988023577,2.233333333,3.672932876,5.230585908,6,7.126625477,3,4.543912932,1.6585181,4.444444444,6.618346124,4.554214872,4.937019137,0,3.702090446,5.078008985
BRN,2012,Brunei Darussalam,7.07,66,2,0,45.8,,,,,10,0,10,7,10,5,6.732558265,5.230349974,5.966230521,8.333333333,8.333333333,4.171103526,4.802773258,7.196535701,8.613683513,0.794871795,5.921072792,9.107137355,-4.464313225,3.670672058,15.82331986,9.908,0.46,10,8.171452353,,,9.5,2.5,7.82,5.45,8.66,5.506864359,7.634922548,6.570893453,10,5.892393355,6.153846154,3.982523087,5.342920865,7.64345358,,9.066890297,10,9.533445148,10,5.193780325,7.965491462,10,10,10,8.859878631,5.449275385,6.888888889,6.662336068,7.621778694,9.363849227,8.923904659,7.485005487,8.626109755
BGR,2012,Bulgaria,7.37,39,2,6.029411765,19.5,5.410650503,17.34291265,8,15.41,10,10,7,34,8.5,6.985015567,2.668193851,3.041256644,4.229985498,8.333333333,4.166666667,4.767973315,8.782148087,3.971232572,4.85458291,0.961538462,4.883726532,9.925010421,0.374947893,8.5383515,3.65412125,9.41,2.95,10,9.46834048,9.633333333,0.55,8.9,5.5,6.106,9.735,8.213111111,4.634805005,7.426191534,6.030498269,10,4.715079396,6.923076923,6.416287196,6.018147838,7.565439305,10,9.652403639,10,9.884134546,6.666666667,4.987425756,7.154070771,8,9.251725385,10,7.676648096,3.432619512,6,9.41319796,4.77379214,8.81995299,4.910965784,6.225088064,7.928623569
BFA,2012,Burkina Faso,5.81,133,4,4.382352941,25.1,10,0.241048825,2,42.4,4,45,,,4,5.095588235,1.827415723,3.602096633,4.451309857,4.166666667,5,2.139195153,4.690602869,5.106713112,4.858227173,0.962962963,3.908720249,8.402342321,7.988288396,9.171358685,2.071603287,9.236,3.82,0,6.702425252,7.073333333,4.39,7.62,11.9,7.2868,6.783,7.326711111,5.432923468,3.667280258,4.550101863,10,5.622752641,0.769230769,0,2.130661137,6.001868528,10,7.705,10,9.235,7.766666667,4.772870531,6.97233799,6,7.942244808,10,7.242353332,4.529486617,2,8.112460164,3.067070258,8.725094652,6.973481854,5.567932258,7.34842853
BDI,2012,Burundi,5.22,143,4,4.647058824,24.2,9.306713422,3.044361741,2,47.2,1,60,,,1,4.238443061,1.112165366,2.531119602,2.775739667,1.8,,2.65461566,8.456743866,1.824563776,4.598033191,0.862068966,2.997114183,8.669736541,6.651317294,8.053781655,4.865545862,6.398,18.01,5,7.030379549,7.826666667,3.26,7.44,12.8,5.2384,11.904,6.835022222,3.921241842,4.609199354,4.265220598,10,3.357090092,0,0,1.119030031,5.554818213,5,6.19,8,6.396666667,10,3.98541095,6.903188323,6,7.755176154,10,7.440629238,3.183121554,2.666666667,9.65608919,2.486426038,5.209723018,6.928644548,5.021778502,6.286358136
KHM,2012,Cambodia,6.92,75,2,9.785294118,6.73,9.60308909,1.95666304,2,47.58,10,20,10,20,10,7.847095802,2.945370221,4.180954657,4.405421887,5.9,,1.824541681,7.495313256,3.830222647,5.910993407,1,4.56160222,9.38422014,3.0788993,8.243861219,4.390346952,9.414,2.93,10,9.26052034,8.64,2.04,7.82,10.9,6.5556,8.611,7.671866667,5.421879534,6.821397499,6.121638517,10,6.368583922,7,0.331876924,4.566820282,7.090081366,,6.212640912,,6.212640912,5.566666667,6.194191471,6.863060466,10,6.299740913,5,6.653943253,4.184045319,2.888888889,4.998149439,3.152319518,4.935390321,8.060786521,4.703263334,5.856615833
CMR,2012,Cameroon,6.23,119,4,7.941176471,13,9.567100156,2.088742427,10,12.2,5,39,4,41,4.5,8.002069157,2.134573925,3.621886789,4.749525981,5,3.333333333,2.168525641,3.374665576,5.429800858,5.419660457,0.75862069,3.442204216,9.548076739,2.259616307,8.909101313,2.727246719,9.412,2.94,0,6.967294513,3.84,9.24,6.44,17.8,6.2264,9.434,5.502133333,5.372972112,6.675110487,6.0240413,10,6.931964697,1.538461538,0,2.823475412,6.087412511,5,9.399,9,7.799666667,7.233333333,6.085359103,5.895818802,10,7.381038846,10,7.765925014,4.057796042,1.111111111,8.576244345,2.910842362,6.80546577,2.938124325,4.399930659,6.655174113
CAN,2012,Canada,7.99,6,1,3.735294118,27.3,6.901809988,11.87035734,8,16.46,6,39-50,6,39-50,6,6.159276027,8.583503958,6.824943998,8.391027876,10,9.166666667,4.813896634,8.570544375,8.379106198,7.164067222,1,7.988195214,8.790677011,6.046614946,9.039479321,2.401301696,9.696,1.52,10,9.381539083,9.766666667,0.35,9.14,4.3,1.8644,20.339,6.923688889,5.587010579,8.869415667,7.228213123,10,6.912188519,6.923076923,5.561020141,6.465428528,7.654332635,10,9.882179058,10,9.960726353,8.9,6.112206732,7.509967472,10,8.273212426,10,8.465897772,4.448696071,9.777777778,9.835715554,7.574388144,6.747408935,8.531578233,7.819260786,8.748628303
CPV,2012,Cape Verde,6.56,101,3,5.548551458,21.13492504,9.359980869,2.84887021,2,42.24,7,35,3,50,5,5.477133082,5.202476376,4.321899466,4.791649262,8.4,,6.058581633,8.367985197,5.589909046,4.823375071,1,5.944484506,8.958921487,-5.205392565,9.735727243,0.660681893,9.492,2.54,5,8.296662182,7.253333333,4.12,7.98,10.1,4.8288,12.928,6.687377778,4.602616362,7.447590542,6.025103452,10,5.764888578,3.333333333,1.770010261,3.622744057,6.583806322,,6.543,10,8.2715,5,4.187417152,7.045610709,8,2.517253846,1,4.625046951,4.544247018,3.777777778,9.538024394,5.706457913,8.258216831,7.915065277,6.623298202,6.506615051
