0,1,2
B25114_001E,AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Aggregate gross rent
B25115_001E,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN,Estimate!!Total
B25116_001E,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER,Estimate!!Total
B25117_001E,TENURE BY HOUSE HEATING FUEL,Estimate!!Total
B25118_001E,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B25119_001E,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY TENURE,Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B25120_001E,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS,Estimate!!Aggregate household income in the past 12 months (in 2015 Inflation-adjusted dollars)
B25121_001E,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY VALUE,Estimate!!Total
B25122_001E,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT,Estimate!!Total
B25123_001E,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS,Estimate!!Total
B25124_001E,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE,Estimate!!Total
B25125_001E,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE,Estimate!!Total
B25126_001E,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT,Estimate!!Total
B25127_001E,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE,Estimate!!Total
B25128_001E,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Total
B25129_001E,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE,Estimate!!Total
B26001_001E,GROUP QUARTERS POPULATION,Estimate!!Total
B27001_001E,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE,Estimate!!Total
B27002_001E,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE,Estimate!!Total
B27003_001E,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE,Estimate!!Total
B27010_001E,TYPES OF HEALTH INSURANCE COVERAGE BY AGE,Estimate!!Total
B27011_001E,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS BY AGE,Estimate!!Total
B27015_001E,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B27019_001E,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT,Estimate!!Total
B27020_001E,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS,Estimate!!Total
B27022_001E,HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Estimate!!Total
B27023_001E,PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Estimate!!Total
B98001_001E,UNWEIGHTED HOUSING UNIT SAMPLE,Estimate!!Initial addresses selected
B98002_001E,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE,Estimate!!Initial sample selected
B98011_001E,HOUSING UNIT COVERAGE RATE,Estimate!!Total
B98012_001E,TOTAL POPULATION COVERAGE RATE BY SEX,Estimate!!Total
B98013_001E,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS,Estimate!!Total
B98014_001E,GROUP QUARTERS POPULATION COVERAGE RATE,Estimate!!Total
B98021_001E,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,Estimate!!Response Rate
B98022_001E,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,Estimate!!Response Rate
B98031_001E,OVERALL PERSON CHARACTERISTIC IMPUTATION RATE,Estimate!!Total
B98032_001E,OVERALL HOUSING UNIT CHARACTERISTIC IMPUTATION RATE,Estimate!!Total
B99011_001E,IMPUTATION OF SEX,Estimate!!Total
B99012_001E,IMPUTATION OF AGE,Estimate!!Total
B99021_001E,IMPUTATION OF RACE,Estimate!!Total
B99031_001E,IMPUTATION OF HISPANIC OR LATINO ORIGIN,Estimate!!Total
B99051_001E,IMPUTATION OF CITIZENSHIP STATUS,Estimate!!Total
B99052PR_001E,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO,Estimate!!Total
B99052_001E,IMPUTATION OF YEAR OF ENTRY,Estimate!!Total
B99053_001E,IMPUTATION OF YEAR OF NATURALIZATION,Estimate!!Total
B99061_001E,IMPUTATION OF PLACE OF BIRTH,Estimate!!Total
B99071_001E,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,Estimate!!Total
B99072_001E,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,Estimate!!Total
B99080_001E,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK,Estimate!!Total
B99081_001E,IMPUTATION OF PLACE OF WORK,Estimate!!Total
B99082_001E,IMPUTATION OF PRIVATE VEHICLE OCCUPANCY,Estimate!!Total
B99083_001E,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK,Estimate!!Total
B99084_001E,IMPUTATION OF TRAVEL TIME TO WORK,Estimate!!Total
B99085_001E,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS,Estimate!!Total
B99086_001E,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Estimate!!Total
B99087_001E,IMPUTATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,Estimate!!Total
B99088_001E,IMPUTATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,Estimate!!Total
B99089_001E,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY,Estimate!!Total
B99092_001E,IMPUTATION OF RELATIONSHIP,Estimate!!Total
B99102_001E,IMPUTATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS,Estimate!!Total
B99103_001E,IMPUTATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS,Estimate!!Total
B99104_001E,IMPUTATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER,Estimate!!Total
B99121_001E,IMPUTATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99122_001E,IMPUTATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99123_001E,IMPUTATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99124_001E,IMPUTATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99125_001E,IMPUTATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99126_001E,IMPUTATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER,Estimate!!Total
B99131_001E,IMPUTATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,Estimate!!Total
B99132_001E,IMPUTATION OF FERTILITY OF WOMEN 15 TO 50 YEARS,Estimate!!Total
B99141_001E,IMPUTATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,Estimate!!Total
B99142_001E,IMPUTATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,Estimate!!Total
B99151_001E,IMPUTATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Estimate!!Total
B99152_001E,IMPUTATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER,Estimate!!Total
B99161_001E,IMPUTATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,Estimate!!Total
B99162_001E,IMPUTATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Estimate!!Total
B99163_001E,IMPUTATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Estimate!!Total
B99171_001E,IMPUTATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,Estimate!!Total
B99172_001E,IMPUTATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES,Estimate!!Total
B99181_001E,IMPUTATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,Estimate!!Total
B99182_001E,IMPUTATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,Estimate!!Total
B99183_001E,IMPUTATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,Estimate!!Total
B99184_001E,IMPUTATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Estimate!!Total
B99185_001E,IMPUTATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Estimate!!Total
B99186_001E,IMPUTATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Estimate!!Total
B99187_001E,AGE BY IMPUTATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER,Estimate!!Total
B99191_001E,IMPUTATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME IMPUTED,Estimate!!Total
B99192_001E,IMPUTATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME IMPUTED,Estimate!!Total
B99193_001E,IMPUTATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME IMPUTED,Estimate!!Total
B99194_001E,IMPUTATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME IMPUTED,Estimate!!Total
B99201_001E,IMPUTATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS IMPUTED,Estimate!!Total
B99211_001E,IMPUTATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,Estimate!!Total
B99212_001E,IMPUTATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Estimate!!Total
B99221_001E,IMPUTATION OF FOOD STAMPS/SNAP RECEIPT,Estimate!!Total
B99231_001E,IMPUTATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B99232_001E,IMPUTATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B99233_001E,IMPUTATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B99234_001E,IMPUTATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B99241_001E,IMPUTATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B99242_001E,IMPUTATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B99243_001E,IMPUTATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B99244_001E,"IMPUTATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B99245_001E,"IMPUTATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B99246_001E,"IMPUTATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B992510_001E,IMPUTATION OF KITCHEN FACILITIES,Estimate!!Total
B992511_001E,IMPUTATION OF HOUSE HEATING FUEL,Estimate!!Total
B992512_001E,IMPUTATION OF VEHICLES AVAILABLE,Estimate!!Total
B992513_001E,IMPUTATION OF TELEPHONE SERVICE AVAILABLE,Estimate!!Total
B992514_001E,IMPUTATION OF MEALS INCLUDED IN RENT,Estimate!!Total
B992515_001E,IMPUTATION OF CONTRACT RENT,Estimate!!Total
B992516_001E,IMPUTATION OF RENT ASKED,Estimate!!Total
B992518_001E,IMPUTATION OF GROSS RENT,Estimate!!Total
B992519_001E,IMPUTATION OF VALUE,Estimate!!Total
B992520_001E,IMPUTATION OF PRICE ASKED,Estimate!!Total
B992521_001E,IMPUTATION OF MORTGAGE STATUS,Estimate!!Total
B992522_001E,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Estimate!!Total
B992523_001E,IMPUTATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS,Estimate!!Total
B99252_001E,IMPUTATION OF TENURE,Estimate!!Total
B99253_001E,IMPUTATION OF VACANCY STATUS,Estimate!!Total
B99254_001E,IMPUTATION OF ROOMS,Estimate!!Total
B99255_001E,IMPUTATION OF UNITS IN STRUCTURE,Estimate!!Total
B99256_001E,IMPUTATION OF YEAR STRUCTURE BUILT,Estimate!!Total
B99257_001E,IMPUTATION OF YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Total
B99258_001E,IMPUTATION OF BEDROOMS,Estimate!!Total
B99259_001E,IMPUTATION OF PLUMBING FACILITIES,Estimate!!Total
B992701_001E,IMPUTATION OF HEALTH INSURANCE COVERAGE,Estimate!!Total
B992702_001E,IMPUTATION OF PRIVATE HEALTH INSURANCE,Estimate!!Total
B992703_001E,IMPUTATION OF PUBLIC HEALTH INSURANCE,Estimate!!Total
B992704_001E,IMPUTATION OF EMPLOYER-BASED HEALTH INSURANCE,Estimate!!Total
B992705_001E,IMPUTATION OF DIRECT-PURCHASE HEALTH INSURANCE,Estimate!!Total
B992706_001E,IMPUTATION OF MEDICARE COVERAGE,Estimate!!Total
B992707_001E,IMPUTATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE,Estimate!!Total
B992708_001E,IMPUTATION OF TRICARE/MILITARY HEALTH COVERAGE,Estimate!!Total
B992709_001E,IMPUTATION OF VA HEALTH CARE,Estimate!!Total
C02003_001E,DETAILED RACE,Estimate!!Total
C15002A_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),Estimate!!Total
C15002B_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C15002C_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C15002D_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
C15002E_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C15002F_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
C15002G_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
C15002H_001E,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C15002I_001E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
C15010A_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),Estimate!!Total
C15010B_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C15010C_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C15010D_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
C15010E_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C15010F_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
C15010G_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
C15010H_001E,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C15010I_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
C15010_001E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,Estimate!!Total
C17002_001E,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,Estimate!!Total
C18108_001E,AGE BY NUMBER OF DISABILITIES,Estimate!!Total
C18120_001E,EMPLOYMENT STATUS BY DISABILITY STATUS,Estimate!!Total
C18121_001E,WORK EXPERIENCE BY DISABILITY STATUS,Estimate!!Total
C18130_001E,AGE BY DISABILITY STATUS BY POVERTY STATUS,Estimate!!Total
C18131_001E,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY DISABILITY STATUS,Estimate!!Total
C21001A_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE),Estimate!!Total
C21001B_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C21001C_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C21001D_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
C21001E_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C21001F_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
C21001G_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
C21001H_001E,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C21001I_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
C21007_001E,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Estimate!!Total
C23002A_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),Estimate!!Total
C23002B_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C23002C_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C23002D_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
C23002E_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C23002F_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
C23002G_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
C23002H_001E,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C23002I_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
C24010A_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE),Estimate!!Total
C24010B_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C24010C_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C24010D_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE),Estimate!!Total
C24010E_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C24010F_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Estimate!!Total
C24010G_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Estimate!!Total
C24010H_001E,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C24010I_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Estimate!!Total
C24010_001E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
C24020_001E,"SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
C24030_001E,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
C24040_001E,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
C24050_001E,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
C24060_001E,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
C24070_001E,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
C27001A_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE),Estimate!!Total
C27001B_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
C27001C_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
C27001D_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE),Estimate!!Total
C27001E_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
C27001F_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE),Estimate!!Total
C27001G_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES),Estimate!!Total
C27001H_001E,"HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
C27001I_001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO),Estimate!!Total
C27004_001E,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE,Estimate!!Total
C27005_001E,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE,Estimate!!Total
C27006_001E,MEDICARE COVERAGE BY SEX BY AGE,Estimate!!Total
C27007_001E,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE,Estimate!!Total
C27008_001E,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE,Estimate!!Total
C27009_001E,VA HEALTH CARE BY SEX BY AGE,Estimate!!Total
C27012_001E,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE BY AGE,Estimate!!Total
C27013_001E,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE BY AGE,Estimate!!Total
C27014_001E,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE BY AGE,Estimate!!Total
C27016_001E,HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Estimate!!Total
C27017_001E,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Estimate!!Total
C27018_001E,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Estimate!!Total
